City,CityCode,District,DistrictCode,Ward,WardCode,Level,English
Tỉnh Khánh Hòa,56,Huyện Vạn Ninh,571,Xã Vạn Lương,22513,Xã,
Tỉnh Khánh Hòa,56,Huyện Vạn Ninh,571,Xã Vạn Thắng,22516,Xã,
Tỉnh Khánh Hòa,56,Huyện Vạn Ninh,571,Xã Vạn Thạnh,22519,Xã,
Tỉnh Khánh Hòa,56,Huyện Vạn Ninh,571,Xã Xuân Sơn,22522,Xã,
Tỉnh Khánh Hòa,56,Huyện Vạn Ninh,571,Xã Vạn Hưng,22525,Xã,
Tỉnh Khánh Hòa,56,Thị xã Ninh Hòa,572,Phường Ninh Hiệp,22528,Phường,
Tỉnh Khánh Hòa,56,Thị xã Ninh Hòa,572,Xã Ninh Sơn,22531,Xã,
Tỉnh Khánh Hòa,56,Thị xã Ninh Hòa,572,Xã Ninh Tây,22534,Xã,
Tỉnh Khánh Hòa,56,Thị xã Ninh Hòa,572,Xã Ninh Thượng,22537,Xã,
Tỉnh Khánh Hòa,56,Thị xã Ninh Hòa,572,Xã Ninh An,22540,Xã,
Tỉnh Khánh Hòa,56,Thị xã Ninh Hòa,572,Phường Ninh Hải,22543,Phường,
Tỉnh Khánh Hòa,56,Thị xã Ninh Hòa,572,Xã Ninh Thọ,22546,Xã,
Tỉnh Khánh Hòa,56,Thị xã Ninh Hòa,572,Xã Ninh Trung,22549,Xã,
Tỉnh Khánh Hòa,56,Thị xã Ninh Hòa,572,Xã Ninh Sim,22552,Xã,
Tỉnh Khánh Hòa,56,Thị xã Ninh Hòa,572,Xã Ninh Xuân,22555,Xã,
Tỉnh Khánh Hòa,56,Thị xã Ninh Hòa,572,Xã Ninh Thân,22558,Xã,
Tỉnh Khánh Hòa,56,Thị xã Ninh Hòa,572,Phường Ninh Diêm,22561,Phường,
Tỉnh Khánh Hòa,56,Thị xã Ninh Hòa,572,Xã Ninh Đông,22564,Xã,
Tỉnh Khánh Hòa,56,Thị xã Ninh Hòa,572,Phường Ninh Thủy,22567,Phường,
Tỉnh Khánh Hòa,56,Thị xã Ninh Hòa,572,Phường Ninh Đa,22570,Phường,
Tỉnh Khánh Hòa,56,Thị xã Ninh Hòa,572,Xã Ninh Phụng,22573,Xã,
Tỉnh Khánh Hòa,56,Thị xã Ninh Hòa,572,Xã Ninh Bình,22576,Xã,
Tỉnh Khánh Hòa,56,Thị xã Ninh Hòa,572,Xã Ninh Phước,22579,Xã,
Tỉnh Khánh Hòa,56,Thị xã Ninh Hòa,572,Xã Ninh Phú,22582,Xã,
Tỉnh Khánh Hòa,56,Thị xã Ninh Hòa,572,Xã Ninh Tân,22585,Xã,
Tỉnh Khánh Hòa,56,Thị xã Ninh Hòa,572,Xã Ninh Quang,22588,Xã,
Tỉnh Khánh Hòa,56,Thị xã Ninh Hòa,572,Phường Ninh Giang,22591,Phường,
Tỉnh Khánh Hòa,56,Thị xã Ninh Hòa,572,Phường Ninh Hà,22594,Phường,
Tỉnh Khánh Hòa,56,Thị xã Ninh Hòa,572,Xã Ninh Hưng,22597,Xã,
Tỉnh Khánh Hòa,56,Thị xã Ninh Hòa,572,Xã Ninh Lộc,22600,Xã,
Tỉnh Khánh Hòa,56,Thị xã Ninh Hòa,572,Xã Ninh Ích,22603,Xã,
Tỉnh Khánh Hòa,56,Thị xã Ninh Hòa,572,Xã Ninh Vân,22606,Xã,
Tỉnh Khánh Hòa,56,Huyện Khánh Vĩnh,573,Thị trấn Khánh Vĩnh,22609,Thị trấn,
Tỉnh Khánh Hòa,56,Huyện Khánh Vĩnh,573,Xã Khánh Hiệp,22612,Xã,
Tỉnh Khánh Hòa,56,Huyện Khánh Vĩnh,573,Xã Khánh Bình,22615,Xã,
Tỉnh Khánh Hòa,56,Huyện Khánh Vĩnh,573,Xã Khánh Trung,22618,Xã,
Tỉnh Khánh Hòa,56,Huyện Khánh Vĩnh,573,Xã Khánh Đông,22621,Xã,
Tỉnh Khánh Hòa,56,Huyện Khánh Vĩnh,573,Xã Khánh Thượng,22624,Xã,
Tỉnh Khánh Hòa,56,Huyện Khánh Vĩnh,573,Xã Khánh Nam,22627,Xã,
Tỉnh Khánh Hòa,56,Huyện Khánh Vĩnh,573,Xã Sông Cầu,22630,Xã,
Tỉnh Khánh Hòa,56,Huyện Khánh Vĩnh,573,Xã Giang Ly,22633,Xã,
Tỉnh Khánh Hòa,56,Huyện Khánh Vĩnh,573,Xã Cầu Bà,22636,Xã,
Tỉnh Khánh Hòa,56,Huyện Khánh Vĩnh,573,Xã Liên Sang,22639,Xã,
Tỉnh Khánh Hòa,56,Huyện Khánh Vĩnh,573,Xã Khánh Thành,22642,Xã,
Tỉnh Khánh Hòa,56,Huyện Khánh Vĩnh,573,Xã Khánh Phú,22645,Xã,
Tỉnh Khánh Hòa,56,Huyện Khánh Vĩnh,573,Xã Sơn Thái,22648,Xã,
Tỉnh Khánh Hòa,56,Huyện Diên Khánh,574,Thị trấn Diên Khánh,22651,Thị trấn,
Tỉnh Khánh Hòa,56,Huyện Diên Khánh,574,Xã Diên Lâm,22654,Xã,
Tỉnh Khánh Hòa,56,Huyện Diên Khánh,574,Xã Diên Điền,22657,Xã,
Tỉnh Khánh Hòa,56,Huyện Diên Khánh,574,Xã Diên Xuân,22660,Xã,
Tỉnh Khánh Hòa,56,Huyện Diên Khánh,574,Xã Diên Sơn,22663,Xã,
Tỉnh Khánh Hòa,56,Huyện Diên Khánh,574,Xã Diên Đồng,22666,Xã,
Tỉnh Khánh Hòa,56,Huyện Diên Khánh,574,Xã Diên Phú,22669,Xã,
Tỉnh Khánh Hòa,56,Huyện Diên Khánh,574,Xã Diên Thọ,22672,Xã,
Tỉnh Khánh Hòa,56,Huyện Diên Khánh,574,Xã Diên Phước,22675,Xã,
Tỉnh Khánh Hòa,56,Huyện Diên Khánh,574,Xã Diên Lạc,22678,Xã,
Tỉnh Khánh Hòa,56,Huyện Diên Khánh,574,Xã Diên Tân,22681,Xã,
Tỉnh Khánh Hòa,56,Huyện Diên Khánh,574,Xã Diên Hòa,22684,Xã,
Tỉnh Khánh Hòa,56,Huyện Diên Khánh,574,Xã Diên Thạnh,22687,Xã,
Tỉnh Khánh Hòa,56,Huyện Diên Khánh,574,Xã Diên Toàn,22690,Xã,
Tỉnh Khánh Hòa,56,Huyện Diên Khánh,574,Xã Diên An,22693,Xã,
Tỉnh Khánh Hòa,56,Huyện Diên Khánh,574,Xã Diên Bình,22696,Xã,
Tỉnh Khánh Hòa,56,Huyện Diên Khánh,574,Xã Diên Lộc,22699,Xã,
Tỉnh Khánh Hòa,56,Huyện Diên Khánh,574,Xã Suối Hiệp,22702,Xã,
Tỉnh Khánh Hòa,56,Huyện Diên Khánh,574,Xã Suối Tiên,22705,Xã,
Tỉnh Khánh Hòa,56,Huyện Khánh Sơn,575,Thị trấn Tô Hạp,22714,Thị trấn,
Tỉnh Khánh Hòa,56,Huyện Khánh Sơn,575,Xã Thành Sơn,22717,Xã,
Tỉnh Khánh Hòa,56,Huyện Khánh Sơn,575,Xã Sơn Lâm,22720,Xã,
Tỉnh Khánh Hòa,56,Huyện Khánh Sơn,575,Xã Sơn Hiệp,22723,Xã,
Tỉnh Khánh Hòa,56,Huyện Khánh Sơn,575,Xã Sơn Bình,22726,Xã,
Tỉnh Khánh Hòa,56,Huyện Khánh Sơn,575,Xã Sơn Trung,22729,Xã,
Tỉnh Khánh Hòa,56,Huyện Khánh Sơn,575,Xã Ba Cụm Bắc,22732,Xã,
Tỉnh Khánh Hòa,56,Huyện Khánh Sơn,575,Xã Ba Cụm Nam,22735,Xã,
Tỉnh Khánh Hòa,56,Huyện Trường Sa,576,Thị trấn Trường Sa,22736,Thị trấn,
Tỉnh Khánh Hòa,56,Huyện Trường Sa,576,Xã Song Tử Tây,22737,Xã,
Tỉnh Khánh Hòa,56,Huyện Trường Sa,576,Xã Sinh Tồn,22739,Xã,
Tỉnh Đắk Lắk,66,Thành phố Buôn Ma Thuột,643,Phường Tân Lập,24118,Phường,
Tỉnh Đắk Lắk,66,Thành phố Buôn Ma Thuột,643,Phường Tân Hòa,24121,Phường,
Tỉnh Đắk Lắk,66,Thành phố Buôn Ma Thuột,643,Phường Tân An,24124,Phường,
Tỉnh Đắk Lắk,66,Thành phố Buôn Ma Thuột,643,Phường Thống Nhất,24127,Phường,
Tỉnh Đắk Lắk,66,Thành phố Buôn Ma Thuột,643,Phường Thành Nhất,24130,Phường,
Tỉnh Đắk Lắk,66,Thành phố Buôn Ma Thuột,643,Phường Thắng Lợi,24133,Phường,
Tỉnh Đắk Lắk,66,Thành phố Buôn Ma Thuột,643,Phường Tân Lợi,24136,Phường,
Tỉnh Đắk Lắk,66,Thành phố Buôn Ma Thuột,643,Phường Thành Công,24139,Phường,
Tỉnh Đắk Lắk,66,Thành phố Buôn Ma Thuột,643,Phường Tân Thành,24142,Phường,
Tỉnh Đắk Lắk,66,Thành phố Buôn Ma Thuột,643,Phường Tân Tiến,24145,Phường,
Tỉnh Đắk Lắk,66,Thành phố Buôn Ma Thuột,643,Phường Tự An,24148,Phường,
Tỉnh Đắk Lắk,66,Thành phố Buôn Ma Thuột,643,Phường Ea Tam,24151,Phường,
Tỉnh Đắk Lắk,66,Thành phố Buôn Ma Thuột,643,Phường Khánh Xuân,24154,Phường,
Tỉnh Đắk Lắk,66,Thành phố Buôn Ma Thuột,643,Xã Hòa Thuận,24157,Xã,
Tỉnh Đắk Lắk,66,Thành phố Buôn Ma Thuột,643,Xã Cư ÊBur,24160,Xã,
Tỉnh Đắk Lắk,66,Thành phố Buôn Ma Thuột,643,Xã Ea Tu,24163,Xã,
Tỉnh Đắk Lắk,66,Thành phố Buôn Ma Thuột,643,Xã Hòa Thắng,24166,Xã,
Tỉnh Đắk Lắk,66,Thành phố Buôn Ma Thuột,643,Xã Ea Kao,24169,Xã,
Tỉnh Đắk Lắk,66,Thành phố Buôn Ma Thuột,643,Xã Hòa Phú,24172,Xã,
Tỉnh Đắk Lắk,66,Thành phố Buôn Ma Thuột,643,Xã Hòa Khánh,24175,Xã,
Tỉnh Đắk Lắk,66,Thành phố Buôn Ma Thuột,643,Xã Hòa Xuân,24178,Xã,
Tỉnh Đắk Lắk,66,Thị Xã Buôn Hồ,644,Phường An Lạc,24305,Phường,
Tỉnh Đắk Lắk,66,Thị Xã Buôn Hồ,644,Phường An Bình,24308,Phường,
Tỉnh Đắk Lắk,66,Thị Xã Buôn Hồ,644,Phường Thiện An,24311,Phường,
Tỉnh Đắk Lắk,66,Thị Xã Buôn Hồ,644,Phường Đạt Hiếu,24318,Phường,
Tỉnh Đắk Lắk,66,Thị Xã Buôn Hồ,644,Phường Đoàn Kết,24322,Phường,
Tỉnh Đắk Lắk,66,Thị Xã Buôn Hồ,644,Xã Ea Blang,24325,Xã,
Tỉnh Đắk Lắk,66,Thị Xã Buôn Hồ,644,Xã Ea Drông,24328,Xã,
Tỉnh Đắk Lắk,66,Thị Xã Buôn Hồ,644,Phường Thống Nhất,24331,Phường,
Tỉnh Đắk Lắk,66,Thị Xã Buôn Hồ,644,Phường Bình Tân,24332,Phường,
Tỉnh Đắk Lắk,66,Thị Xã Buôn Hồ,644,Xã Ea Siên,24334,Xã,
Tỉnh Đắk Lắk,66,Thị Xã Buôn Hồ,644,Xã Bình Thuận,24337,Xã,
Tỉnh Đắk Lắk,66,Thị Xã Buôn Hồ,644,Xã Cư Bao,24340,Xã,
Tỉnh Đắk Lắk,66,Huyện Ea H'leo,645,Thị trấn Ea Drăng,24181,Thị trấn,
Tỉnh Đắk Lắk,66,Huyện Ea H'leo,645,Xã Ea H'leo,24184,Xã,
Tỉnh Đắk Lắk,66,Huyện Ea H'leo,645,Xã Ea Sol,24187,Xã,
Tỉnh Đắk Lắk,66,Huyện Ea H'leo,645,Xã Ea Ral,24190,Xã,
Tỉnh Đắk Lắk,66,Huyện Ea H'leo,645,Xã Ea Wy,24193,Xã,
Tỉnh Đắk Lắk,66,Huyện Ea H'leo,645,Xã Cư A Mung,24194,Xã,Cu A Mung commune
Tỉnh Đắk Lắk,66,Huyện Ea H'leo,645,Xã Cư Mốt,24196,Xã,
Tỉnh Đắk Lắk,66,Huyện Ea H'leo,645,Xã Ea Hiao,24199,Xã,
Tỉnh Đắk Lắk,66,Huyện Ea H'leo,645,Xã Ea Khal,24202,Xã,
Tỉnh Đắk Lắk,66,Huyện Ea H'leo,645,Xã Dlê Yang,24205,Xã,
Tỉnh Đắk Lắk,66,Huyện Ea H'leo,645,Xã Ea Tir,24207,Xã,
Tỉnh Đắk Lắk,66,Huyện Ea H'leo,645,Xã Ea Nam,24208,Xã,
Tỉnh Đắk Lắk,66,Huyện Ea Súp,646,Thị trấn Ea Súp,24211,Thị trấn,
Tỉnh Đắk Lắk,66,Huyện Ea Súp,646,Xã Ia Lốp,24214,Xã,
Tỉnh Đắk Lắk,66,Huyện Ea Súp,646,Xã Ia JLơi,24215,Xã,Ia JLơi
Tỉnh Đắk Lắk,66,Huyện Ea Súp,646,Xã Ea Rốk,24217,Xã,
Tỉnh Đắk Lắk,66,Huyện Ea Súp,646,Xã Ya Tờ Mốt,24220,Xã,
Tỉnh Đắk Lắk,66,Huyện Ea Súp,646,Xã Ia RVê,24221,Xã,Ia RVe commune
Tỉnh Đắk Lắk,66,Huyện Ea Súp,646,Xã Ea Lê,24223,Xã,
Tỉnh Đắk Lắk,66,Huyện Ea Súp,646,Xã Cư KBang,24226,Xã,
Tỉnh Đắk Lắk,66,Huyện Ea Súp,646,Xã Ea Bung,24229,Xã,
Tỉnh Đắk Lắk,66,Huyện Ea Súp,646,Xã Cư M'Lan,24232,Xã,
Tỉnh Đắk Lắk,66,Huyện Buôn Đôn,647,Xã Krông Na,24235,Xã,
Tỉnh Đắk Lắk,66,Huyện Buôn Đôn,647,Xã Ea Huar,24238,Xã,
Tỉnh Đắk Lắk,66,Huyện Buôn Đôn,647,Xã Ea Wer,24241,Xã,
Tỉnh Đắk Lắk,66,Huyện Buôn Đôn,647,Xã Tân Hoà,24244,Xã,
Tỉnh Đắk Lắk,66,Huyện Buôn Đôn,647,Xã Cuôr KNia,24247,Xã,
Tỉnh Đắk Lắk,66,Huyện Buôn Đôn,647,Xã Ea Bar,24250,Xã,
Tỉnh Đắk Lắk,66,Huyện Buôn Đôn,647,Xã Ea Nuôl,24253,Xã,
Tỉnh Đắk Lắk,66,Huyện Cư M'gar,648,Thị trấn Ea Pốk,24256,Thị trấn,
Tỉnh Đắk Lắk,66,Huyện Cư M'gar,648,Thị trấn Quảng Phú,24259,Thị trấn,
Tỉnh Đắk Lắk,66,Huyện Cư M'gar,648,Xã Quảng Tiến,24262,Xã,
Tỉnh Đắk Lắk,66,Huyện Cư M'gar,648,Xã Ea Kuêh,24264,Xã,Ea Kueh commune
Tỉnh Đắk Lắk,66,Huyện Cư M'gar,648,Xã Ea Kiết,24265,Xã,
Tỉnh Đắk Lắk,66,Huyện Cư M'gar,648,Xã Ea Tar,24268,Xã,
Tỉnh Đắk Lắk,66,Huyện Cư M'gar,648,Xã Cư Dliê M'nông,24271,Xã,
Tỉnh Đắk Lắk,66,Huyện Cư M'gar,648,Xã Ea H'đinh,24274,Xã,
Tỉnh Đắk Lắk,66,Huyện Cư M'gar,648,Xã Ea Tul,24277,Xã,
Tỉnh Đắk Lắk,66,Huyện Cư M'gar,648,Xã Ea KPam,24280,Xã,
Tỉnh Đắk Lắk,66,Huyện Cư M'gar,648,Xã Ea M'DRóh,24283,Xã,
Tỉnh Đắk Lắk,66,Huyện Cư M'gar,648,Xã Quảng Hiệp,24286,Xã,
Tỉnh Đắk Lắk,66,Huyện Cư M'gar,648,Xã Cư M'gar,24289,Xã,
Tỉnh Đắk Lắk,66,Huyện Cư M'gar,648,Xã Ea D'Rơng,24292,Xã,
Tỉnh Đắk Lắk,66,Huyện Cư M'gar,648,Xã Ea M'nang,24295,Xã,
Tỉnh Đắk Lắk,66,Huyện Cư M'gar,648,Xã Cư Suê,24298,Xã,
Tỉnh Đắk Lắk,66,Huyện Cư M'gar,648,Xã Cuor Đăng,24301,Xã,
Tỉnh Đắk Lắk,66,Huyện Krông Búk,649,Xã Cư Né,24307,Xã,
Tỉnh Đắk Lắk,66,Huyện Krông Búk,649,Xã Chư KBô,24310,Xã,
Tỉnh Đắk Lắk,66,Huyện Krông Búk,649,Xã Cư Pơng,24313,Xã,
Tỉnh Đắk Lắk,66,Huyện Krông Búk,649,Xã Ea Sin,24314,Xã,
Tỉnh Đắk Lắk,66,Huyện Krông Búk,649,Xã Pơng Drang,24316,Xã,
Tỉnh Đắk Lắk,66,Huyện Krông Búk,649,Xã Tân Lập,24317,Xã,
Tỉnh Đắk Lắk,66,Huyện Krông Búk,649,Xã Ea Ngai,24319,Xã,
Tỉnh Đắk Lắk,66,Huyện Krông Năng,650,Thị trấn Krông Năng,24343,Thị trấn,
Tỉnh Đắk Lắk,66,Huyện Krông Năng,650,Xã ĐLiê Ya,24346,Xã,
Tỉnh Đắk Lắk,66,Huyện Krông Năng,650,Xã Ea Tóh,24349,Xã,
Tỉnh Đắk Lắk,66,Huyện Krông Năng,650,Xã Ea Tam,24352,Xã,
Tỉnh Đắk Lắk,66,Huyện Krông Năng,650,Xã Phú Lộc,24355,Xã,
Tỉnh Đắk Lắk,66,Huyện Krông Năng,650,Xã Tam Giang,24358,Xã,
Tỉnh Đắk Lắk,66,Huyện Krông Năng,650,Xã Ea Puk,24359,Xã,Ea Puk
Tỉnh Đắk Lắk,66,Huyện Krông Năng,650,Xã Ea Dăh,24360,Xã,Ea Dăh
Tỉnh Đắk Lắk,66,Huyện Krông Năng,650,Xã Ea Hồ,24361,Xã,
Tỉnh Đắk Lắk,66,Huyện Krông Năng,650,Xã Phú Xuân,24364,Xã,
Tỉnh Đắk Lắk,66,Huyện Krông Năng,650,Xã Cư Klông,24367,Xã,
Tỉnh Đắk Lắk,66,Huyện Krông Năng,650,Xã Ea Tân,24370,Xã,
Tỉnh Đắk Lắk,66,Huyện Ea Kar,651,Thị trấn Ea Kar,24373,Thị trấn,
Tỉnh Đắk Lắk,66,Huyện Ea Kar,651,Thị trấn Ea Knốp,24376,Thị trấn,
Tỉnh Đắk Lắk,66,Huyện Ea Kar,651,Xã Ea Sô,24379,Xã,
Tỉnh Đắk Lắk,66,Huyện Ea Kar,651,Xã Ea Sar,24380,Xã,
Tỉnh Đắk Lắk,66,Huyện Ea Kar,651,Xã Xuân Phú,24382,Xã,
Tỉnh Đắk Lắk,66,Huyện Ea Kar,651,Xã Cư Huê,24385,Xã,
Tỉnh Đắk Lắk,66,Huyện Ea Kar,651,Xã Ea Tih,24388,Xã,
Tỉnh Đắk Lắk,66,Huyện Ea Kar,651,Xã Ea Đar,24391,Xã,
Tỉnh Đắk Lắk,66,Huyện Ea Kar,651,Xã Ea Kmút,24394,Xã,
Tỉnh Đắk Lắk,66,Huyện Ea Kar,651,Xã Cư Ni,24397,Xã,
Tỉnh Đắk Lắk,66,Huyện Ea Kar,651,Xã Ea Păl,24400,Xã,Ea Păl commune
Tỉnh Đắk Lắk,66,Huyện Ea Kar,651,Xã Cư Prông,24401,Xã,Cu Prong Commune
Tỉnh Đắk Lắk,66,Huyện Ea Kar,651,Xã Ea Ô,24403,Xã,
Tỉnh Đắk Lắk,66,Huyện Ea Kar,651,Xã Cư ELang,24404,Xã,Cư Elang
Tỉnh Đắk Lắk,66,Huyện Ea Kar,651,Xã Cư Bông,24406,Xã,
Tỉnh Đắk Lắk,66,Huyện Ea Kar,651,Xã Cư Jang,24409,Xã,
Tỉnh Đắk Lắk,66,Huyện M'Đrắk,652,Thị trấn M'Đrắk,24412,Thị trấn,
Tỉnh Đắk Lắk,66,Huyện M'Đrắk,652,Xã Cư Prao,24415,Xã,
Tỉnh Đắk Lắk,66,Huyện M'Đrắk,652,Xã Ea Pil,24418,Xã,
Tỉnh Đắk Lắk,66,Huyện M'Đrắk,652,Xã Ea Lai,24421,Xã,
Tỉnh Đắk Lắk,66,Huyện M'Đrắk,652,Xã Ea H'MLay,24424,Xã,
Tỉnh Đắk Lắk,66,Huyện M'Đrắk,652,Xã Krông Jing,24427,Xã,
Tỉnh Đắk Lắk,66,Huyện M'Đrắk,652,Xã Ea M' Doal,24430,Xã,
Tỉnh Đắk Lắk,66,Huyện M'Đrắk,652,Xã Ea Riêng,24433,Xã,
Tỉnh Đắk Lắk,66,Huyện M'Đrắk,652,Xã Cư M'ta,24436,Xã,
Tỉnh Đắk Lắk,66,Huyện M'Đrắk,652,Xã Cư K Róa,24439,Xã,
Tỉnh Đắk Lắk,66,Huyện M'Đrắk,652,Xã Krông Á,24442,Xã,
Tỉnh Đắk Lắk,66,Huyện M'Đrắk,652,Xã Cư San,24444,Xã,
Tỉnh Đắk Lắk,66,Huyện M'Đrắk,652,Xã Ea Trang,24445,Xã,
Tỉnh Đắk Lắk,66,Huyện Krông Bông,653,Thị trấn Krông Kmar,24448,Thị trấn,
Tỉnh Đắk Lắk,66,Huyện Krông Bông,653,Xã Dang Kang,24451,Xã,
Tỉnh Đắk Lắk,66,Huyện Krông Bông,653,Xã Cư KTy,24454,Xã,
Tỉnh Đắk Lắk,66,Huyện Krông Bông,653,Xã Hòa Thành,24457,Xã,
Tỉnh Đắk Lắk,66,Huyện Krông Bông,653,Xã Hòa Tân,24460,Xã,
Tỉnh Đắk Lắk,66,Huyện Krông Bông,653,Xã Hòa Phong,24463,Xã,
Tỉnh Đắk Lắk,66,Huyện Krông Bông,653,Xã Hòa Lễ,24466,Xã,
Tỉnh Đắk Lắk,66,Huyện Krông Bông,653,Xã Yang Reh,24469,Xã,
Tỉnh Đắk Lắk,66,Huyện Krông Bông,653,Xã Ea Trul,24472,Xã,
Tỉnh Đắk Lắk,66,Huyện Krông Bông,653,Xã Khuê Ngọc Điền,24475,Xã,
Tỉnh Đắk Lắk,66,Huyện Krông Bông,653,Xã Cư Pui,24478,Xã,
Tỉnh Đắk Lắk,66,Huyện Krông Bông,653,Xã Hòa Sơn,24481,Xã,
Tỉnh Đắk Lắk,66,Huyện Krông Bông,653,Xã Cư Drăm,24484,Xã,
Tỉnh Đắk Lắk,66,Huyện Krông Bông,653,Xã Yang Mao,24487,Xã,
Tỉnh Đắk Lắk,66,Huyện Krông Pắc,654,Thị trấn Phước An,24490,Thị trấn,
Tỉnh Đắk Lắk,66,Huyện Krông Pắc,654,Xã KRông Búk,24493,Xã,
Tỉnh Đắk Lắk,66,Huyện Krông Pắc,654,Xã Ea Kly,24496,Xã,
Tỉnh Đắk Lắk,66,Huyện Krông Pắc,654,Xã Ea Kênh,24499,Xã,
Tỉnh Đắk Lắk,66,Huyện Krông Pắc,654,Xã Ea Phê,24502,Xã,
Tỉnh Đắk Lắk,66,Huyện Krông Pắc,654,Xã Ea KNuec,24505,Xã,
Tỉnh Đắk Lắk,66,Huyện Krông Pắc,654,Xã Ea Yông,24508,Xã,
Tỉnh Đắk Lắk,66,Huyện Krông Pắc,654,Xã Hòa An,24511,Xã,
Tỉnh Đắk Lắk,66,Huyện Krông Pắc,654,Xã Ea Kuăng,24514,Xã,
Tỉnh Đắk Lắk,66,Huyện Krông Pắc,654,Xã Hòa Đông,24517,Xã,
Tỉnh Đắk Lắk,66,Huyện Krông Pắc,654,Xã Ea Hiu,24520,Xã,
Tỉnh Đắk Lắk,66,Huyện Krông Pắc,654,Xã Hòa Tiến,24523,Xã,
Tỉnh Đắk Lắk,66,Huyện Krông Pắc,654,Xã Tân Tiến,24526,Xã,
Tỉnh Đắk Lắk,66,Huyện Krông Pắc,654,Xã Vụ Bổn,24529,Xã,
Tỉnh Đắk Lắk,66,Huyện Krông Pắc,654,Xã Ea Uy,24532,Xã,
Tỉnh Đắk Lắk,66,Huyện Krông Pắc,654,Xã Ea Yiêng,24535,Xã,
Tỉnh Đắk Lắk,66,Huyện Krông A Na,655,Thị trấn Buôn Trấp,24538,Thị trấn,
Tỉnh Đắk Lắk,66,Huyện Krông A Na,655,Xã Dray Sáp,24556,Xã,
Tỉnh Đắk Lắk,66,Huyện Krông A Na,655,Xã Ea Na,24559,Xã,
Tỉnh Đắk Lắk,66,Huyện Krông A Na,655,Xã Ea Bông,24565,Xã,
Tỉnh Đắk Lắk,66,Huyện Krông A Na,655,Xã Băng A Drênh,24568,Xã,
Tỉnh Đắk Lắk,66,Huyện Krông A Na,655,Xã Dur KMăl,24571,Xã,
Tỉnh Đắk Lắk,66,Huyện Krông A Na,655,Xã Bình Hòa,24574,Xã,
Tỉnh Đắk Lắk,66,Huyện Krông A Na,655,Xã Quảng Điền,24577,Xã,
Tỉnh Đắk Lắk,66,Huyện Lắk,656,Thị trấn Liên Sơn,24580,Thị trấn,
Tỉnh Đắk Lắk,66,Huyện Lắk,656,Xã Yang Tao,24583,Xã,
Tỉnh Đắk Lắk,66,Huyện Lắk,656,Xã Bông Krang,24586,Xã,
Tỉnh Đắk Lắk,66,Huyện Lắk,656,Xã Đắk Liêng,24589,Xã,
Tỉnh Đắk Lắk,66,Huyện Lắk,656,Xã Buôn Triết,24592,Xã,
Tỉnh Đắk Lắk,66,Huyện Lắk,656,Xã Buôn Tría,24595,Xã,
Tỉnh Đắk Lắk,66,Huyện Lắk,656,Xã Đắk Phơi,24598,Xã,
Tỉnh Đắk Lắk,66,Huyện Lắk,656,Xã Đắk Nuê,24601,Xã,
Tỉnh Đắk Lắk,66,Huyện Lắk,656,Xã Krông Nô,24604,Xã,
Tỉnh Đắk Lắk,66,Huyện Lắk,656,Xã Nam Ka,24607,Xã,
Tỉnh Đắk Lắk,66,Huyện Lắk,656,Xã Ea R'Bin,24610,Xã,
Tỉnh Đắk Lắk,66,Huyện Cư Kuin,657,Xã Ea Ning,24540,Xã,
Tỉnh Đắk Lắk,66,Huyện Cư Kuin,657,Xã Cư Ê Wi,24541,Xã,
Tỉnh Đắk Lắk,66,Huyện Cư Kuin,657,Xã Ea Ktur,24544,Xã,
Tỉnh Đắk Lắk,66,Huyện Cư Kuin,657,Xã Ea Tiêu,24547,Xã,
Tỉnh Đắk Lắk,66,Huyện Cư Kuin,657,Xã Ea BHốk,24550,Xã,
Tỉnh Đắk Lắk,66,Huyện Cư Kuin,657,Xã Ea Hu,24553,Xã,
Tỉnh Đắk Lắk,66,Huyện Cư Kuin,657,Xã Dray Bhăng,24561,Xã,Dray Bhang Commune
Tỉnh Đắk Lắk,66,Huyện Cư Kuin,657,Xã Hòa Hiệp,24562,Xã,
Tỉnh Bình Dương,74,Thành phố Thủ Dầu Một,718,Phường Hiệp Thành,25741,Phường,
Tỉnh Bình Dương,74,Thành phố Thủ Dầu Một,718,Phường Phú Lợi,25744,Phường,
Tỉnh Bình Dương,74,Thành phố Thủ Dầu Một,718,Phường Phú Cường,25747,Phường,
Tỉnh Bình Dương,74,Thành phố Thủ Dầu Một,718,Phường Phú Hòa,25750,Phường,
Tỉnh Bình Dương,74,Thành phố Thủ Dầu Một,718,Phường Phú Thọ,25753,Phường,
Tỉnh Bình Dương,74,Thành phố Thủ Dầu Một,718,Phường Chánh Nghĩa,25756,Phường,
Tỉnh Bình Dương,74,Thành phố Thủ Dầu Một,718,Phường Định Hoà,25759,Phường,
Tỉnh Bình Dương,74,Thành phố Thủ Dầu Một,718,Phường Hoà Phú,25760,Phường,
Tỉnh Bình Dương,74,Thành phố Thủ Dầu Một,718,Phường Phú Mỹ,25762,Phường,
Tỉnh Bình Dương,74,Thành phố Thủ Dầu Một,718,Phường Phú Tân,25763,Phường,
Tỉnh Bình Dương,74,Thành phố Thủ Dầu Một,718,Phường Tân An,25765,Phường,
Tỉnh Bình Dương,74,Thành phố Thủ Dầu Một,718,Phường Hiệp An,25768,Phường,
